RATING: 0.40943241904363586 | SEED: 1743598905165
RATING: 0.50864489332617 | SEED: 1743598963476
RATING: 0.5801351115752639 | SEED: 1743598963936
RATING: 0.48577723373780446 | SEED: 1743598964246
RATING: 0.7058170824632896 | SEED: 1743598964512
RATING: 0.506414132201569 | SEED: 1743598964902
RATING: 0.4592203842020826 | SEED: 1743598965159
RATING: 0.47507993624477823 | SEED: 1743598965426
RATING: 0.5093343547902438 | SEED: 1743598965700
RATING: 0.4210739084631927 | SEED: 1743598966047
RATING: 0.6484528437191306 | SEED: 1743598966296
RATING: 0.6290319758214832 | SEED: 1743598966525
RATING: 0.5739720200462414 | SEED: 1743598966798
RATING: 0.6603732769740839 | SEED: 1743598967039
RATING: 0.4625545107599016 | SEED: 1743598967402
RATING: 0.5153858523660952 | SEED: 1743598967666
RATING: 0.33954175360228805 | SEED: 1743598967892
RATING: 0.49905779508267556 | SEED: 1743598968143
RATING: 0.5818064346177502 | SEED: 1743598968476
RATING: 0.6907517911882332 | SEED: 1743598968742
RATING: 0.5530478593453129 | SEED: 1743598969045
RATING: 0.5288366289409856 | SEED: 1743598969385
RATING: 0.5398608054089421 | SEED: 1743598969739
RATING: 0.4597097106854357 | SEED: 1743598970012
RATING: 0.5154621446489849 | SEED: 1743598970271
RATING: 0.578523512925448 | SEED: 1743598970525
RATING: 0.626771342679399 | SEED: 1743598970795
RATING: 0.5456831598505261 | SEED: 1743598971071
RATING: 0.4598801291055277 | SEED: 1743598971398
RATING: 0.5050802807980082 | SEED: 1743598971646
RATING: 0.4908325628000981 | SEED: 1743598971915
RATING: 0.5450344817029616 | SEED: 1743598972141
RATING: 0.5686498000184629 | SEED: 1743598972411
RATING: 0.3532737922922 | SEED: 1743598972643
RATING: 0.5670356218110607 | SEED: 1743598972913
RATING: 0.5625252895879896 | SEED: 1743598973148
RATING: 0.49889807368178657 | SEED: 1743598973423
RATING: 0.4979389471833784 | SEED: 1743598973699
RATING: 0.5356212659477849 | SEED: 1743598973984
RATING: 0.5630164643352651 | SEED: 1743598974302
RATING: 0.5394591774991079 | SEED: 1743598974546
RATING: 0.5494585383140336 | SEED: 1743598974776
RATING: 0.347782007153099 | SEED: 1743598975012
RATING: 0.5782662558818649 | SEED: 1743598975277
RATING: 0.4896120825752914 | SEED: 1743598975546
RATING: 0.5924725642065042 | SEED: 1743598975784
RATING: 0.5160441715759295 | SEED: 1743598976060
RATING: 0.5877001704733402 | SEED: 1743598976302
RATING: 0.5302016989627824 | SEED: 1743598976604
RATING: 0.5246151284562527 | SEED: 1743598976871
RATING: 0.6451832070779998 | SEED: 1743598977136
RATING: 0.3995208638917988 | SEED: 1743598977474
RATING: 0.6784997764326712 | SEED: 1743598977762
RATING: 0.4611514905788577 | SEED: 1743598978027
RATING: 0.6423666847759317 | SEED: 1743598978265
RATING: 0.43953663599415127 | SEED: 1743598978550
RATING: 0.392721843170562 | SEED: 1743598978809
RATING: 0.5416387861943629 | SEED: 1743598979137
RATING: 0.5159425184360729 | SEED: 1743598979372
RATING: 0.6481581546202927 | SEED: 1743598979588
RATING: 0.517813812211782 | SEED: 1743598980152
RATING: 0.5901510797362634 | SEED: 1743598980465
RATING: 0.5273606158226084 | SEED: 1743598980775
RATING: 0.5129478977408192 | SEED: 1743598981066
RATING: 0.5171730136137275 | SEED: 1743598981356
RATING: 0.4451195686723698 | SEED: 1743598981619
RATING: 0.4359404225616377 | SEED: 1743598981998
RATING: 0.5983433654891673 | SEED: 1743598982252
RATING: 0.41405288896741094 | SEED: 1743598982601
RATING: 0.454544024808163 | SEED: 1743598982911
RATING: 0.4230908026932325 | SEED: 1743598983147
RATING: 0.6005425264734425 | SEED: 1743598983561
RATING: 0.7455621282546678 | SEED: 1743598983797
RATING: 0.5974736559194754 | SEED: 1743598984060
RATING: 0.5611225381620165 | SEED: 1743598984507
RATING: 0.5060274888187404 | SEED: 1743598984901
RATING: 0.5631095242614313 | SEED: 1743598985211
RATING: 0.550198181628075 | SEED: 1743598985453
RATING: 0.6714273312957022 | SEED: 1743598985723
RATING: 0.352078978243084 | SEED: 1743598986089
RATING: 0.5060597749841389 | SEED: 1743598986528
RATING: 0.6542968529268139 | SEED: 1743598986852
RATING: 0.5944921382287589 | SEED: 1743598987185
RATING: 0.46191952083570725 | SEED: 1743598987434
RATING: 0.4897437020340255 | SEED: 1743598987810
RATING: 0.6098525147357197 | SEED: 1743598988061
RATING: 0.5505918964956686 | SEED: 1743598988367
RATING: 0.4414648197881941 | SEED: 1743598988739
RATING: 0.5420967001151251 | SEED: 1743598989103
RATING: 0.49819194729484295 | SEED: 1743598989401
RATING: 0.5227451277036166 | SEED: 1743598989631
RATING: 0.5788855403472961 | SEED: 1743598989961
RATING: 0.5710050407428963 | SEED: 1743598990204
RATING: 0.44622504948378033 | SEED: 1743598990430
RATING: 0.4625330703043522 | SEED: 1743598990706
RATING: 0.5336608920425875 | SEED: 1743598990946
RATING: 0.6088566439031091 | SEED: 1743598991264
RATING: 0.5198595722351786 | SEED: 1743598991724
RATING: 0.6349027325203259 | SEED: 1743598991978
RATING: 0.36548706395025615 | SEED: 1743598992226
RATING: 0.6036877462979457 | SEED: 1743598992487
RATING: 0.5815705785696068 | SEED: 1743598992818
RATING: 0.4394171155572821 | SEED: 1743598993114
RATING: 0.44746677915396615 | SEED: 1743598993405
RATING: 0.5831617849359336 | SEED: 1743598993723
RATING: 0.5961973864888263 | SEED: 1743598994073
RATING: 0.5314393989676776 | SEED: 1743598994338
RATING: 0.5771062225285253 | SEED: 1743598994745
RATING: 0.6154232760246602 | SEED: 1743598994976
RATING: 0.5970235082623916 | SEED: 1743598995219
RATING: 0.5346427311065668 | SEED: 1743598995550
RATING: 0.6473862637427021 | SEED: 1743598995821
RATING: 0.6424256346650582 | SEED: 1743598996170
RATING: 0.4772100279296173 | SEED: 1743598996421
RATING: 0.7087774855927046 | SEED: 1743598996688
RATING: 0.6087528014071077 | SEED: 1743598996917
RATING: 0.5624493128948296 | SEED: 1743598997185
RATING: 0.5393095679756036 | SEED: 1743598997453
RATING: 0.6325722481218383 | SEED: 1743598997713
RATING: 0.5168202354700727 | SEED: 1743598997994
RATING: 0.6008968917963473 | SEED: 1743598998419
RATING: 0.57380528143198 | SEED: 1743598998693
RATING: 0.6578849603023849 | SEED: 1743598999134
RATING: 0.6477101924013421 | SEED: 1743598999389
RATING: 0.5468922737780032 | SEED: 1743598999801
RATING: 0.3743003571591211 | SEED: 1743599000061
RATING: 0.4410711656966752 | SEED: 1743599000374
RATING: 0.5844089538380874 | SEED: 1743599000653
RATING: 0.4088096234843388 | SEED: 1743599001020
RATING: 0.48061299865055573 | SEED: 1743599001298
RATING: 0.47314144598932495 | SEED: 1743599001554
RATING: 0.5804644290091457 | SEED: 1743599001898
RATING: 0.6213665252882676 | SEED: 1743599002144
RATING: 0.5117961936070369 | SEED: 1743599002616
RATING: 0.4454135530563314 | SEED: 1743599002867
RATING: 0.4977816270858908 | SEED: 1743599003144
RATING: 0.5446843373101299 | SEED: 1743599003377
RATING: 0.5095976268184575 | SEED: 1743599003615
RATING: 0.6339018532034629 | SEED: 1743599003913
RATING: 0.5450717634090737 | SEED: 1743599004416
RATING: 0.430691545155017 | SEED: 1743599004655
RATING: 0.3769280103243501 | SEED: 1743599004892
RATING: 0.4788011508230019 | SEED: 1743599005167
RATING: 0.667988810170943 | SEED: 1743599005427
RATING: 0.41344919653608714 | SEED: 1743599005737
RATING: 0.5267842675316778 | SEED: 1743599006008
RATING: 0.4106627027513838 | SEED: 1743599006263
RATING: 0.5201396339370971 | SEED: 1743599006560
RATING: 0.46413650339769696 | SEED: 1743599006772
RATING: 0.597745658198695 | SEED: 1743599007135
RATING: 0.5988876008085642 | SEED: 1743599007366
RATING: 0.461546524257552 | SEED: 1743599007669
RATING: 0.5231189505361687 | SEED: 1743599007937
RATING: 0.5262447488263813 | SEED: 1743599008255
RATING: 0.5325518494956212 | SEED: 1743599008536
RATING: 0.4143938445992298 | SEED: 1743599008840
RATING: 0.5387173343235894 | SEED: 1743599009120
RATING: 0.4205928693187521 | SEED: 1743599009340
RATING: 0.5741320832682111 | SEED: 1743599009559
RATING: 0.3871846763250597 | SEED: 1743599009845
RATING: 0.5908442487527614 | SEED: 1743599010112
RATING: 0.5518844816405309 | SEED: 1743599010389
RATING: 0.47957223378303565 | SEED: 1743599010779
RATING: 0.5126453708297075 | SEED: 1743599011067
RATING: 0.3606133565724566 | SEED: 1743599011455
RATING: 0.45248636899396266 | SEED: 1743599011671
RATING: 0.5389039267923642 | SEED: 1743599011939
RATING: 0.6335439025845168 | SEED: 1743599012198
RATING: 0.49256094121217814 | SEED: 1743599012438
RATING: 0.4713087502262298 | SEED: 1743599012710
RATING: 0.5506353843691809 | SEED: 1743599012972
RATING: 0.5086079551282935 | SEED: 1743599013220
RATING: 0.49288676232178547 | SEED: 1743599013499
RATING: 0.6732075451506304 | SEED: 1743599013758
RATING: 0.6727598289310117 | SEED: 1743599014193
RATING: 0.5500015445724579 | SEED: 1743599014420
RATING: 0.5260651990495813 | SEED: 1743599014756
RATING: 0.387467378721584 | SEED: 1743599014996
RATING: 0.542119071698102 | SEED: 1743599015252
RATING: 0.5701783643799755 | SEED: 1743599015518
RATING: 0.5894002321142103 | SEED: 1743599015905
RATING: 0.639329368436813 | SEED: 1743599016177
RATING: 0.4348149935197167 | SEED: 1743599016455
RATING: 0.4958001443106984 | SEED: 1743599016800
RATING: 0.4830988167301414 | SEED: 1743599017049
RATING: 0.585111975406636 | SEED: 1743599017307
RATING: 0.5049611659161326 | SEED: 1743599017584
RATING: 0.3265160388902035 | SEED: 1743599017897
RATING: 0.4679264757094305 | SEED: 1743599018264
RATING: 0.5509482611008004 | SEED: 1743599018674
RATING: 0.5190393926955285 | SEED: 1743599019016
RATING: 0.6390769308096796 | SEED: 1743599019301
RATING: 0.5307206892280301 | SEED: 1743599019548
RATING: 0.4807755942745697 | SEED: 1743599019784
RATING: 0.5858601600956245 | SEED: 1743599020015
RATING: 0.5637084689514589 | SEED: 1743599020262
RATING: 0.5081235535205909 | SEED: 1743599020497
RATING: 0.6569837844429299 | SEED: 1743599020731
RATING: 0.49906972556132884 | SEED: 1743599021036
RATING: 0.5573840875965839 | SEED: 1743599021289
RATING: 0.7566407605237985 | SEED: 1743599021526
RATING: 0.43026786123877336 | SEED: 1743599021793
RATING: 0.5222535409406069 | SEED: 1743599022023
RATING: 0.46452996813094516 | SEED: 1743599022348
RATING: 0.5748830796821264 | SEED: 1743599022602
RATING: 0.6130056739844251 | SEED: 1743599022834
RATING: 0.5802134259107241 | SEED: 1743599023207
RATING: 0.4154011502246143 | SEED: 1743599023464
RATING: 0.4457649569095059 | SEED: 1743599023805
RATING: 0.5311855784812358 | SEED: 1743599024212
RATING: 0.5420188336217111 | SEED: 1743599024522
RATING: 0.3942879450786283 | SEED: 1743599024907
RATING: 0.5044842847565061 | SEED: 1743599025165
RATING: 0.5642479499350981 | SEED: 1743599025411
RATING: 0.6588549547337018 | SEED: 1743599025839
RATING: 0.47097015515714247 | SEED: 1743599026132
RATING: 0.6100282424697423 | SEED: 1743599026368
RATING: 0.5819758950802607 | SEED: 1743599026746
RATING: 0.5898928946151538 | SEED: 1743599027040
RATING: 0.5436672262324947 | SEED: 1743599027295
RATING: 0.3213833664595545 | SEED: 1743599027646
RATING: 0.6749323246701953 | SEED: 1743599027995
RATING: 0.6580151849720471 | SEED: 1743599028254
RATING: 0.5487342464610031 | SEED: 1743599028511
RATING: 0.43248070335235356 | SEED: 1743599028840
RATING: 0.5528524134417948 | SEED: 1743599029311
RATING: 0.4172348798870237 | SEED: 1743599029574
RATING: 0.5753594950770202 | SEED: 1743599029825
RATING: 0.5793494037354437 | SEED: 1743599030115
RATING: 0.464671454489092 | SEED: 1743599030394
RATING: 0.41844860695070113 | SEED: 1743599030660
RATING: 0.5393269451422142 | SEED: 1743599030948
RATING: 0.5913682435738011 | SEED: 1743599031371
RATING: 0.5462303572461713 | SEED: 1743599031619
RATING: 0.6354851207046718 | SEED: 1743599031950
RATING: 0.5599949507042815 | SEED: 1743599032225
RATING: 0.5892629569596757 | SEED: 1743599032478
RATING: 0.4793173453941232 | SEED: 1743599033402
RATING: 0.5588121747911464 | SEED: 1743599033674
RATING: 0.494247352800008 | SEED: 1743599033959
RATING: 0.4147898851414085 | SEED: 1743599034201
RATING: 0.5269720558340507 | SEED: 1743599034518
RATING: 0.5826831148423637 | SEED: 1743599034781
RATING: 0.5084815388308813 | SEED: 1743599035111
RATING: 0.5316981452331354 | SEED: 1743599035367
RATING: 0.3449707651270139 | SEED: 1743599035606
RATING: 0.5929382437049439 | SEED: 1743599035929
RATING: 0.48830821924122797 | SEED: 1743599036229
RATING: 0.5066553374827589 | SEED: 1743599036546
RATING: 0.5298873722711336 | SEED: 1743599036790
RATING: 0.5832137223851005 | SEED: 1743599037108
RATING: 0.5713841679076422 | SEED: 1743599037506
RATING: 0.4840668917963224 | SEED: 1743599037768
RATING: 0.6617251404922349 | SEED: 1743599038029
RATING: 0.5507240693795521 | SEED: 1743599038286
RATING: 0.4805980641008025 | SEED: 1743599038726
RATING: 0.5111994454675249 | SEED: 1743599038972
RATING: 0.46825282433296356 | SEED: 1743599039228
RATING: 0.43977341877077586 | SEED: 1743599039495
RATING: 0.6050347681169421 | SEED: 1743599039795
RATING: 0.6804269353024495 | SEED: 1743599040197
RATING: 0.7181998442124412 | SEED: 1743599040561
RATING: 0.48049676529702606 | SEED: 1743599040808
RATING: 0.5899763672901761 | SEED: 1743599041082
RATING: 0.5253511398016476 | SEED: 1743599041321
RATING: 0.48281010696083276 | SEED: 1743599041594
RATING: 0.48415790633017075 | SEED: 1743599041848
RATING: 0.5711321010547402 | SEED: 1743599042164
RATING: 0.45466123040274603 | SEED: 1743599042477
RATING: 0.5166256019765401 | SEED: 1743599042746
RATING: 0.6587068632427674 | SEED: 1743599043010
RATING: 0.5663118531425272 | SEED: 1743599043271
RATING: 0.5978219681623954 | SEED: 1743599043523
RATING: 0.5754575837347684 | SEED: 1743599043958
RATING: 0.5858617858437594 | SEED: 1743599044253
RATING: 0.6489668792082491 | SEED: 1743599044594
RATING: 0.5742963301806927 | SEED: 1743599044842
RATING: 0.35776121198314215 | SEED: 1743599045176
RATING: 0.4698084611770077 | SEED: 1743599045473
RATING: 0.5080553793358064 | SEED: 1743599045732
RATING: 0.533147381431072 | SEED: 1743599045969
RATING: 0.5462954748134309 | SEED: 1743599046268
RATING: 0.4982401390792963 | SEED: 1743599046534
RATING: 0.41112687341138227 | SEED: 1743599046940
RATING: 0.43205879605501674 | SEED: 1743599047203
RATING: 0.42070063417809905 | SEED: 1743599047500
RATING: 0.6335446218137399 | SEED: 1743599047748
RATING: 0.46871796667393417 | SEED: 1743599047984
RATING: 0.5791033806381852 | SEED: 1743599048244
RATING: 0.6690534403699823 | SEED: 1743599048483
RATING: 0.563694886459896 | SEED: 1743599048832
RATING: 0.5823655432425613 | SEED: 1743599049099
RATING: 0.4763853402750113 | SEED: 1743599049320
RATING: 0.4805998456445164 | SEED: 1743599049564
RATING: 0.5763984082431848 | SEED: 1743599049818
RATING: 0.6676107905670213 | SEED: 1743599050193
RATING: 0.43890310085649537 | SEED: 1743599050472
RATING: 0.40034296068971087 | SEED: 1743599050695
RATING: 0.6740334979874937 | SEED: 1743599051033
RATING: 0.6690995972401447 | SEED: 1743599051296
RATING: 0.4864796973623096 | SEED: 1743599051551
RATING: 0.5631202209756454 | SEED: 1743599051809
RATING: 0.5599257135508932 | SEED: 1743599052087
RATING: 0.6905647939400223 | SEED: 1743599052501
RATING: 0.6286481590483625 | SEED: 1743599052772
RATING: 0.4415053426286077 | SEED: 1743599053038
RATING: 0.5148027003720338 | SEED: 1743599053277
RATING: 0.6166230253092885 | SEED: 1743599053563
RATING: 0.47424827424592275 | SEED: 1743599053821
RATING: 0.5531221775271014 | SEED: 1743599054074
RATING: 0.5531421690890361 | SEED: 1743599054450
RATING: 0.4881666037810488 | SEED: 1743599054673
RATING: 0.5202117669136994 | SEED: 1743599054902
RATING: 0.5493198131073568 | SEED: 1743599055256
RATING: 0.6455185430522045 | SEED: 1743599055538
RATING: 0.3622351040398401 | SEED: 1743599055778
RATING: 0.5996530913226271 | SEED: 1743599056032
RATING: 0.5866399334050335 | SEED: 1743599056308
RATING: 0.46732211479291674 | SEED: 1743599056562
RATING: 0.41377096223113585 | SEED: 1743599056995
RATING: 0.5709151898616611 | SEED: 1743599057247
RATING: 0.516388097914957 | SEED: 1743599057520
RATING: 0.595712527985324 | SEED: 1743599057783
RATING: 0.47603870777548046 | SEED: 1743599058090
RATING: 0.6415130829569183 | SEED: 1743599058332
RATING: 0.55441830906349 | SEED: 1743599058659
RATING: 0.5557611405045616 | SEED: 1743599058957
RATING: 0.5697207139096802 | SEED: 1743599059256
RATING: 0.5953170017458724 | SEED: 1743599059572
RATING: 0.4609887901483289 | SEED: 1743599059814
RATING: 0.4272736096528108 | SEED: 1743599060098
RATING: 0.5648790309437866 | SEED: 1743599060332
RATING: 0.5720388657936583 | SEED: 1743599060597
RATING: 0.5424605236842186 | SEED: 1743599060859
RATING: 0.5308197589078845 | SEED: 1743599061215
RATING: 0.6168181187256216 | SEED: 1743599061492
RATING: 0.5726053384283427 | SEED: 1743599061729
RATING: 0.4783608945684484 | SEED: 1743599062062
RATING: 0.38042520961354065 | SEED: 1743599062350
RATING: 0.5438943654914112 | SEED: 1743599062651
RATING: 0.6927143031540369 | SEED: 1743599062935
RATING: 0.45756494779560236 | SEED: 1743599063191
RATING: 0.7099595998486669 | SEED: 1743599063434
RATING: 0.4601730827169283 | SEED: 1743599063711
RATING: 0.5605290095775856 | SEED: 1743599064065
RATING: 0.47073643726617803 | SEED: 1743599064307
RATING: 0.5224262392051926 | SEED: 1743599064572
RATING: 0.5244563316133387 | SEED: 1743599064885
RATING: 0.5100480082231397 | SEED: 1743599065151
RATING: 0.6167898988079042 | SEED: 1743599065402
RATING: 0.44724249312667014 | SEED: 1743599065707
RATING: 0.4862301728098301 | SEED: 1743599065999
RATING: 0.22567701981851288 | SEED: 1743599066259
RATING: 0.31848665166590767 | SEED: 1743599066514
RATING: 0.5074540130978846 | SEED: 1743599066857
RATING: 0.4520837963083796 | SEED: 1743599067129
RATING: 0.42059069671154725 | SEED: 1743599067355
RATING: 0.4132692722750992 | SEED: 1743599067621
RATING: 0.4337207790793807 | SEED: 1743599067933
RATING: 0.6336387445891672 | SEED: 1743599068194
RATING: 0.6116016203280447 | SEED: 1743599068501
RATING: 0.5240724517161407 | SEED: 1743599068756
RATING: 0.4141791037125728 | SEED: 1743599069019
RATING: 0.5741974038981016 | SEED: 1743599069394
RATING: 0.6104681641587305 | SEED: 1743599069658
RATING: 0.4941424159241608 | SEED: 1743599069995
RATING: 0.575328296125692 | SEED: 1743599070263
RATING: 0.5547525842276619 | SEED: 1743599070503
RATING: 0.5445764185665775 | SEED: 1743599070763
RATING: 0.5796703909866798 | SEED: 1743599071107
RATING: 0.33328395861677496 | SEED: 1743599071432
RATING: 0.49502458132359 | SEED: 1743599071803
RATING: 0.4420535507265964 | SEED: 1743599072070
RATING: 0.5479145601887414 | SEED: 1743599072343
RATING: 0.56021548188238 | SEED: 1743599072594
RATING: 0.5456801380279933 | SEED: 1743599072904
RATING: 0.4761428776718997 | SEED: 1743599073175
RATING: 0.45042451447439286 | SEED: 1743599073436
RATING: 0.5882557128568376 | SEED: 1743599073698
RATING: 0.4603636592913044 | SEED: 1743599073952
RATING: 0.6756191751758909 | SEED: 1743599074231
RATING: 0.42762960126579336 | SEED: 1743599074606
RATING: 0.7321107833073348 | SEED: 1743599074970
RATING: 0.31999816617419463 | SEED: 1743599075298
RATING: 0.5540265578829489 | SEED: 1743599075716
RATING: 0.542367661874281 | SEED: 1743599075980
RATING: 0.5175098697501026 | SEED: 1743599076304
RATING: 0.4973080178024903 | SEED: 1743599076609
RATING: 0.5582641959922401 | SEED: 1743599076982
RATING: 0.5470959596376064 | SEED: 1743599077341
RATING: 0.32858114565907437 | SEED: 1743599077632
RATING: 0.5638379490259428 | SEED: 1743599077891
RATING: 0.5263659241380505 | SEED: 1743599078272
RATING: 0.5588085567634761 | SEED: 1743599078614
RATING: 0.5598923587360856 | SEED: 1743599078931
RATING: 0.3518664587614563 | SEED: 1743599079222
RATING: 0.5696487002258132 | SEED: 1743599079455
RATING: 0.5580236272032952 | SEED: 1743599079875
RATING: 0.5782250449245045 | SEED: 1743599080311
RATING: 0.5271926017469788 | SEED: 1743599080599
RATING: 0.36971172105856226 | SEED: 1743599080857
RATING: 0.5623349286285342 | SEED: 1743599081107
RATING: 0.45701158717770063 | SEED: 1743599081354
RATING: 0.40390444495294514 | SEED: 1743599081779
RATING: 0.5420754552897421 | SEED: 1743599082146
RATING: 0.41405316531172387 | SEED: 1743599082418
RATING: 0.39870897768724556 | SEED: 1743599082745
RATING: 0.5833899837807133 | SEED: 1743599083054
RATING: 0.6381780850445931 | SEED: 1743599083288
RATING: 0.4066441522436013 | SEED: 1743599083530
RATING: 0.3749208662691157 | SEED: 1743599083800
RATING: 0.5679815901450825 | SEED: 1743599084071
